case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0103,Loan Officer-000003,Clerk-000005,Reject application,2023-05-02T14:08:05+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0104,Clerk-000007,Clerk-000006,Check credit history,2023-04-29T20:00:44+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0104,Clerk-000006,Appraiser-000001,Appraise property,2023-04-30T13:06:38+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0104,Appraiser-000001,AML Investigator-000002,AML check,2023-04-30T13:31:26+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0104,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-30T13:32:35+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0104,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-30T13:52:35+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0104,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-30T13:54:25+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0104,Senior Officer-000002,Clerk-000005,Cancel application,2023-04-30T14:14:25+00:00,Handover for Cancel application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0105,Clerk-000003,Clerk-000001,Check credit history,2023-04-30T13:46:56+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0105,Clerk-000001,AML Investigator-000002,AML check,2023-04-30T14:18:20+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0105,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-30T14:25:43+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0105,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-30T14:57:38+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0105,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-30T15:17:38+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0105,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-30T15:54:36+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0105,Senior Officer-000001,Clerk-000007,Cancel application,2023-04-30T16:14:36+00:00,Handover for Cancel application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0106,Clerk-000002,AML Investigator-000002,AML check,2023-04-29T21:02:58+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0106,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-29T21:05:00+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0106,Appraiser-000002,Clerk-000002,Check credit history,2023-04-29T21:54:00+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0106,Clerk-000002,Loan Officer-000004,Assess loan risk,2023-04-29T23:44:59+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0106,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-30T16:06:01+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0106,Senior Officer-000001,Clerk-000006,Cancel application,2023-04-30T16:26:01+00:00,Handover for Cancel application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0107,Clerk-000004,Clerk-000008,Check credit history,2023-04-29T21:43:37+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0107,Clerk-000008,Appraiser-000002,Appraise property,2023-04-29T22:03:13+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0107,Appraiser-000002,AML Investigator-000002,AML check,2023-04-30T00:02:28+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0107,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-04-30T00:57:50+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0107,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-30T01:17:50+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0107,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-30T01:36:07+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0107,Senior Officer-000002,Clerk-000008,Cancel application,2023-04-30T01:56:07+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0108,Clerk-000006,AML Investigator-000002,AML check,2023-04-29T22:02:29+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0108,AML Investigator-000002,Clerk-000008,Check credit history,2023-04-29T22:06:09+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0108,Clerk-000008,Appraiser-000002,Appraise property,2023-04-29T22:06:15+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0108,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-29T22:41:45+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0108,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-04-29T23:01:45+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0108,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-04-29T23:01:55+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0108,Senior Officer-000001,Clerk-000002,Approve application,2023-04-29T23:21:55+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0109,Clerk-000006,AML Investigator-000001,AML check,2023-04-29T22:34:12+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0109,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-30T00:46:43+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0109,Appraiser-000001,Clerk-000001,Check credit history,2023-04-30T00:51:09+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0109,Clerk-000001,Loan Officer-000004,Assess loan risk,2023-04-30T01:47:20+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0109,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-05-02T18:07:20+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0109,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-05-02T18:22:29+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0109,Senior Officer-000001,Clerk-000004,Approve application,2023-05-02T18:42:29+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0110,Clerk-000004,Clerk-000007,Check credit history,2023-04-29T23:35:35+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0110,Clerk-000007,Appraiser-000001,Appraise property,2023-04-29T23:36:09+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0110,Appraiser-000001,AML Investigator-000001,AML check,2023-04-30T00:05:08+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0110,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-30T00:12:47+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0110,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-04-30T00:32:47+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0110,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-30T00:37:44+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0110,Senior Officer-000002,Clerk-000008,Cancel application,2023-04-30T00:57:44+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0111,Clerk-000007,Clerk-000006,Check credit history,2023-04-30T01:00:00+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0111,Clerk-000006,Appraiser-000002,Appraise property,2023-04-30T02:11:09+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0111,Appraiser-000002,AML Investigator-000001,AML check,2023-04-30T02:20:51+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0111,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-30T03:01:24+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0111,Loan Officer-000002,Clerk-000005,Reject application,2023-04-30T03:21:24+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0112,Clerk-000006,Clerk-000007,Return application back to applicant,2023-04-30T00:49:08+00:00,Handover for Return application back to applicant; selected Clerk-000007 from 6 feasible resources.
S_llm_agent_proxy_0112,Clerk-000007,Applicant-000001,Applicant completes form,2023-04-30T00:54:08+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0112,Applicant-000001,Clerk-000002,Check application form completeness,2023-04-30T17:54:08+00:00,Handover for Check application form completeness; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0112,Clerk-000002,Clerk-000008,Check credit history,2023-04-30T17:57:06+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0112,Clerk-000008,Appraiser-000002,Appraise property,2023-04-30T18:00:52+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0112,Appraiser-000002,AML Investigator-000002,AML check,2023-04-30T18:52:29+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0112,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-30T18:56:27+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0112,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-04-30T19:16:27+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0112,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-30T19:22:16+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0112,Senior Officer-000001,Clerk-000008,Cancel application,2023-04-30T19:42:16+00:00,Handover for Cancel application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0113,Clerk-000004,Clerk-000006,Check credit history,2023-04-30T01:09:32+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0113,Clerk-000006,AML Investigator-000002,AML check,2023-04-30T01:13:32+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0113,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-30T01:46:55+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0113,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-04-30T02:05:37+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0113,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-04-30T02:25:37+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0113,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-30T02:44:50+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0113,Senior Officer-000002,Clerk-000005,Approve application,2023-04-30T03:04:50+00:00,Handover for Approve application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0114,Clerk-000005,Appraiser-000001,Appraise property,2023-04-30T01:21:28+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0114,Appraiser-000001,AML Investigator-000002,AML check,2023-04-30T18:06:30+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0114,AML Investigator-000002,Clerk-000004,Check credit history,2023-04-30T19:22:55+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0114,Clerk-000004,Loan Officer-000002,Assess loan risk,2023-04-30T19:51:40+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0114,Loan Officer-000002,Clerk-000005,Reject application,2023-04-30T20:11:40+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0115,Clerk-000007,Clerk-000008,Check credit history,2023-04-30T01:30:49+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0115,Clerk-000008,AML Investigator-000001,AML check,2023-04-30T01:57:30+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0115,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-30T01:57:44+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0115,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-30T03:01:52+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0115,Loan Officer-000004,Loan Officer-000003,Design loan offer,2023-04-30T03:21:52+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0115,Loan Officer-000003,Senior Officer-000002,Approve loan offer,2023-04-30T03:42:00+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0115,Senior Officer-000002,Clerk-000008,Approve application,2023-04-30T04:02:00+00:00,Handover for Approve application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0116,Clerk-000003,Clerk-000006,Check credit history,2023-04-30T02:00:41+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0116,Clerk-000006,AML Investigator-000002,AML check,2023-04-30T02:14:27+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0116,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-30T03:06:07+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0116,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-30T03:26:11+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0116,Loan Officer-000004,Clerk-000005,Reject application,2023-04-30T03:46:11+00:00,Handover for Reject application; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0117,Clerk-000005,AML Investigator-000001,AML check,2023-04-30T02:41:19+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0117,AML Investigator-000001,Clerk-000001,Check credit history,2023-04-30T02:43:13+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0117,Clerk-000001,Appraiser-000001,Appraise property,2023-04-30T02:49:45+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0117,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-30T03:17:13+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0117,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-30T03:37:13+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0117,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-30T03:45:09+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0117,Senior Officer-000002,Clerk-000002,Approve application,2023-04-30T04:05:09+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0118,Clerk-000004,AML Investigator-000001,AML check,2023-04-30T03:16:42+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0118,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-30T03:47:08+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0118,Appraiser-000002,Clerk-000005,Check credit history,2023-04-30T04:11:51+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0118,Clerk-000005,Loan Officer-000004,Assess loan risk,2023-04-30T04:39:11+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0118,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-30T04:59:11+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0118,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-30T05:06:41+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0118,Senior Officer-000002,Clerk-000003,Approve application,2023-04-30T05:26:41+00:00,Handover for Approve application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0119,Clerk-000001,Clerk-000008,Check credit history,2023-04-30T03:58:27+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0119,Clerk-000008,AML Investigator-000001,AML check,2023-04-30T03:59:36+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0119,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-30T04:55:55+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0119,Appraiser-000002,Loan Officer-000003,Assess loan risk,2023-04-30T06:08:56+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0119,Loan Officer-000003,Loan Officer-000002,Design loan offer,2023-04-30T06:28:56+00:00,Handover for Design loan offer; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0119,Loan Officer-000002,Senior Officer-000002,Approve loan offer,2023-04-30T06:30:11+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0119,Senior Officer-000002,Clerk-000006,Approve application,2023-04-30T06:50:11+00:00,Handover for Approve application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0120,Clerk-000005,Clerk-000004,Return application back to applicant,2023-04-30T04:11:19+00:00,Handover for Return application back to applicant; selected Clerk-000004 from 4 feasible resources.
S_llm_agent_proxy_0120,Clerk-000004,Applicant-000001,Applicant completes form,2023-04-30T04:24:39+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0120,Applicant-000001,Clerk-000008,Check application form completeness,2023-04-30T05:24:39+00:00,Handover for Check application form completeness; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0120,Clerk-000008,Appraiser-000002,Appraise property,2023-04-30T05:31:28+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0120,Appraiser-000002,AML Investigator-000001,AML check,2023-04-30T05:33:25+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0120,AML Investigator-000001,Clerk-000004,Check credit history,2023-04-30T05:38:38+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0120,Clerk-000004,Loan Officer-000002,Assess loan risk,2023-04-30T06:20:09+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0120,Loan Officer-000002,Clerk-000004,Reject application,2023-04-30T06:40:09+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0121,Clerk-000001,AML Investigator-000002,AML check,2023-04-30T04:56:06+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0121,AML Investigator-000002,Clerk-000002,Check credit history,2023-04-30T05:06:39+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0121,Clerk-000002,Appraiser-000001,Appraise property,2023-04-30T05:39:37+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0121,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-30T05:54:41+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0121,Loan Officer-000001,Clerk-000008,Reject application,2023-04-30T06:14:41+00:00,Handover for Reject application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0122,Clerk-000007,AML Investigator-000001,AML check,2023-04-30T21:47:54+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0122,AML Investigator-000001,Appraiser-000001,Appraise property,2023-04-30T22:19:25+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0122,Appraiser-000001,Clerk-000003,Check credit history,2023-05-01T14:47:42+00:00,Handover for Check credit history; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0122,Clerk-000003,Loan Officer-000003,Assess loan risk,2023-05-01T15:58:13+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0122,Loan Officer-000003,Loan Officer-000004,Design loan offer,2023-05-01T16:18:13+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0122,Loan Officer-000004,Senior Officer-000001,Approve loan offer,2023-05-01T16:31:34+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0122,Senior Officer-000001,Clerk-000004,Cancel application,2023-05-01T16:51:34+00:00,Handover for Cancel application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0123,Clerk-000001,Clerk-000006,Check credit history,2023-04-30T05:36:42+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0123,Clerk-000006,Appraiser-000002,Appraise property,2023-04-30T22:42:35+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0123,Appraiser-000002,AML Investigator-000002,AML check,2023-04-30T22:52:17+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0123,AML Investigator-000002,Loan Officer-000002,Assess loan risk,2023-05-01T00:56:29+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0123,Loan Officer-000002,Clerk-000004,Reject application,2023-05-01T01:16:29+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0124,Clerk-000002,Clerk-000003,Check credit history,2023-04-30T06:51:33+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0124,Clerk-000003,AML Investigator-000002,AML check,2023-04-30T07:07:29+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0124,AML Investigator-000002,Appraiser-000001,Appraise property,2023-04-30T07:45:33+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0124,Appraiser-000001,Loan Officer-000003,Assess loan risk,2023-04-30T09:47:18+00:00,Handover for Assess loan risk; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0124,Loan Officer-000003,Clerk-000001,Reject application,2023-04-30T10:07:18+00:00,Handover for Reject application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0125,Clerk-000003,Clerk-000001,Check credit history,2023-04-30T06:34:19+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
S_llm_agent_proxy_0125,Clerk-000001,AML Investigator-000002,AML check,2023-04-30T07:06:46+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0125,AML Investigator-000002,Appraiser-000002,Appraise property,2023-04-30T07:16:25+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0125,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-30T08:17:44+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0125,Loan Officer-000002,Loan Officer-000001,Design loan offer,2023-05-03T00:37:44+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0125,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-05-03T00:40:13+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0125,Senior Officer-000001,Clerk-000002,Cancel application,2023-05-03T01:00:13+00:00,Handover for Cancel application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0126,Clerk-000002,Clerk-000003,Check credit history,2023-04-30T07:22:44+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0126,Clerk-000003,Appraiser-000001,Appraise property,2023-04-30T07:23:29+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0126,Appraiser-000001,AML Investigator-000001,AML check,2023-04-30T07:30:45+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0126,AML Investigator-000001,Loan Officer-000001,Assess loan risk,2023-04-30T09:07:02+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0126,Loan Officer-000001,Clerk-000004,Reject application,2023-04-30T09:27:02+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0127,Clerk-000001,AML Investigator-000001,AML check,2023-04-30T07:36:09+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0127,AML Investigator-000001,Clerk-000006,Check credit history,2023-04-30T08:11:14+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0127,Clerk-000006,Appraiser-000001,Appraise property,2023-04-30T08:51:36+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0127,Appraiser-000001,Loan Officer-000004,Assess loan risk,2023-04-30T08:54:04+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0127,Loan Officer-000004,Clerk-000007,Reject application,2023-04-30T09:14:04+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0128,Clerk-000005,Appraiser-000002,Appraise property,2023-04-30T08:32:52+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
